species_alias,accepted_species,species_raw,metric,trait_value,trait_source,source_record_id,kingdom,phylum,class,order,family,habitat_class,group,source_priority
Cyprinodon nevadensisamargosae,Cyprinodon nevadensisamargosae,Cyprinodon nevadensis_amargosae,ctmin,0.75,GlobTherm,GlobTherm_row_36_lower_primary,,Chordata,Actinopteri,Cyprinodontiformes,Cyprinodontidae,unknown,,3
Cyprinodon radiosus,Cyprinodon radiosus,Cyprinodon radiosus,ctmax,36.68,ComteOlden,ComteOlden_row_1646,Animalia,Chordata,Actinopterygii,,Cyprinodontidae,freshwater,fish,2
Cyprinodon rubrofluviatilis,Cyprinodon rubrofluviatilis,Cyprinodon rubrofluviatilis,ctmax,40.3,ThermoFresh,t_3183,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cyprinodontidae,freshwater,fish,1
Cyprinodon rubrofluviatilis,Cyprinodon rubrofluviatilis,Cyprinodon rubrofluviatilis,ctmax,38.8,ThermoFresh,t_3182,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cyprinodontidae,freshwater,fish,1
Cyprinodon rubrofluviatilis,Cyprinodon rubrofluviatilis,Cyprinodon rubrofluviatilis,ctmax,38.82,ComteOlden,ComteOlden_row_1647,Animalia,Chordata,Actinopterygii,,Cyprinodontidae,freshwater,fish,2
Cyprinodon tularosa,Cyprinodon tularosa,Cyprinodon tularosa,ctmax,40.21,ComteOlden,ComteOlden_row_1648,Animalia,Chordata,Actinopterygii,,Cyprinodontidae,freshwater,fish,2
Cyprinodon variegatus,Cyprinodon variegatus,Cyprinodon variegatus,ctmax,36.47,ThermoFresh,t_2239,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cyprinodontidae,mixed,fish,1
Cyprinodon variegatus,Cyprinodon variegatus,Cyprinodon variegatus,ctmax,41.08,ThermoFresh,t_2242,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cyprinodontidae,mixed,fish,1
Cyprinodon variegatus,Cyprinodon variegatus,Cyprinodon variegatus,ctmax,38.82,ThermoFresh,t_2241,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cyprinodontidae,mixed,fish,1
Cyprinodon variegatus,Cyprinodon variegatus,Cyprinodon variegatus,ctmax,36.67,ThermoFresh,t_2240,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cyprinodontidae,mixed,fish,1
Cyprinodon variegatus,Cyprinodon variegatus,Cyprinodon variegatus,ctmax,41.8,ThermoFresh,t_2276,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cyprinodontidae,freshwater,fish,1
Cyprinodon variegatus,Cyprinodon variegatus,Cyprinodon variegatus,ctmax,41.7,ThermoFresh,t_2279,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cyprinodontidae,mixed,fish,1
Cyprinodon variegatus,Cyprinodon variegatus,Cyprinodon variegatus,ctmax,44.2,ThermoFresh,t_2282,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cyprinodontidae,mixed,fish,1
Cyprinodon variegatus,Cyprinodon variegatus,Cyprinodon variegatus,ctmax,44.6,ThermoFresh,t_2281,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cyprinodontidae,mixed,fish,1
Cyprinodon variegatus,Cyprinodon variegatus,Cyprinodon variegatus,ctmax,43.4,ThermoFresh,t_2280,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cyprinodontidae,mixed,fish,1
Cyprinodon variegatus,Cyprinodon variegatus,Cyprinodon variegatus,ctmax,44.6,ThermoFresh,t_2278,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cyprinodontidae,freshwater,fish,1
Cyprinodon variegatus,Cyprinodon variegatus,Cyprinodon variegatus,ctmax,43.1,ThermoFresh,t_2277,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cyprinodontidae,freshwater,fish,1
Cyprinodon variegatus,Cyprinodon variegatus,Cyprinodon variegatus,ctmax,40.1,ThermoFresh,t_358,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cyprinodontidae,mixed,fish,1
Cyprinodon variegatus,Cyprinodon variegatus,Cyprinodon variegatus,ctmax,34.6,ThermoFresh,t_357,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cyprinodontidae,mixed,fish,1
Cyprinodon variegatus,Cyprinodon variegatus,Cyprinodon variegatus,ctmax,44.2,ThermoFresh,t_359,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cyprinodontidae,mixed,fish,1
Cyprinodon variegatus,Cyprinodon variegatus,Cyprinodon variegatus,ctmax,45.1,ThermoFresh,t_360,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cyprinodontidae,mixed,fish,1
Cyprinodon variegatus,Cyprinodon variegatus,Cyprinodon variegatus variegatus,ctmax,42.09,ComteOlden,ComteOlden_row_1649,Animalia,Chordata,Actinopterygii,,Cyprinodontidae,freshwater,fish,2
Cyprinodon variegatus,Cyprinodon variegatus,Cyprinodon variegatus,ctmax,44.2,GlobTherm,GlobTherm_row_3_upper_primary,,Chordata,Actinopteri,Cyprinodontiformes,Cyprinodontidae,unknown,,3
Cyprinodon variegatus,Cyprinodon variegatus,Cyprinodon variegatus,ctmin,6.9,ThermoFresh,t_362,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cyprinodontidae,mixed,fish,1
Cyprinodon variegatus,Cyprinodon variegatus,Cyprinodon variegatus,ctmin,0.6,ThermoFresh,t_361,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cyprinodontidae,mixed,fish,1
Cyprinodon variegatus,Cyprinodon variegatus,Cyprinodon variegatus,ctmin,11.3,ThermoFresh,t_363,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cyprinodontidae,mixed,fish,1
Cyprinodon variegatus,Cyprinodon variegatus,Cyprinodon variegatus,ctmin,6.9,GlobTherm,GlobTherm_row_3_lower_primary,,Chordata,Actinopteri,Cyprinodontiformes,Cyprinodontidae,unknown,,3
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,36.5,ThermoFresh,t_4877,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,37.93,ThermoFresh,t_4878,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,40.18,ThermoFresh,t_4879,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,39.7,ThermoFresh,t_5734,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,42.9,ThermoFresh,t_5684,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,40.6,ThermoFresh,t_5711,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,25.8,ThermoFresh,t_5723,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,30.4,ThermoFresh,t_5704,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,26.9,ThermoFresh,t_5672,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,35.6,ThermoFresh,t_5678,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,26.5,ThermoFresh,t_5713,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,31.9,ThermoFresh,t_5690,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,29.6,ThermoFresh,t_5669,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,30.7,ThermoFresh,t_5676,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,30.9,ThermoFresh,t_5693,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,27,ThermoFresh,t_5691,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,30.9,ThermoFresh,t_5692,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,30.4,ThermoFresh,t_5737,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,28.5,ThermoFresh,t_5725,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,36,ThermoFresh,t_5683,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,29.4,ThermoFresh,t_5681,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,34.6,ThermoFresh,t_5671,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,30.4,ThermoFresh,t_5730,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,27.9,ThermoFresh,t_5679,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,35.8,ThermoFresh,t_5733,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,37.4,ThermoFresh,t_5687,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,30.76,ThermoFresh,t_5716,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,28.18,ThermoFresh,t_5727,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,35.45,ThermoFresh,t_5701,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,31.82,ThermoFresh,t_5720,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,29.7,ThermoFresh,t_5680,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,35.91,ThermoFresh,t_5731,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,40.3,ThermoFresh,t_5674,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,25.91,ThermoFresh,t_5726,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,28.18,ThermoFresh,t_5709,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,37.5,ThermoFresh,t_5694,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,38.28,ThermoFresh,t_5677,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,31.21,ThermoFresh,t_5714,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,31.21,ThermoFresh,t_5732,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,39.69,ThermoFresh,t_5688,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,26.82,ThermoFresh,t_5735,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,40.94,ThermoFresh,t_5675,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,34.55,ThermoFresh,t_5717,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,29.7,ThermoFresh,t_5722,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,35.61,ThermoFresh,t_5721,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,26.56,ThermoFresh,t_5705,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,30.61,ThermoFresh,t_5702,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,30.47,ThermoFresh,t_5703,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,28.44,ThermoFresh,t_5706,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,30.61,ThermoFresh,t_5729,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,39.7,ThermoFresh,t_5698,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,40.2,ThermoFresh,t_5697,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,40.6,ThermoFresh,t_5724,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,40.9,ThermoFresh,t_5699,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,34.8,ThermoFresh,t_5682,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,37.91,ThermoFresh,t_5710,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,38.08,ThermoFresh,t_5712,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,36.99,ThermoFresh,t_5689,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,37.36,ThermoFresh,t_5700,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmax,36.44,ComteOlden,ComteOlden_row_1094,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmin,8.4,ThermoFresh,t_5686,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmin,10.2,ThermoFresh,t_5673,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ctmin,8.6,ThermoFresh,t_5685,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ltmax,42.9,ThermoFresh,t_5715,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ltmax,40.9,ThermoFresh,t_5728,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ltmax,39.8,ThermoFresh,t_5670,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ltmax,41.3,ThermoFresh,t_5736,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ltmax,39.3,ThermoFresh,t_5718,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ltmax,40.2,ThermoFresh,t_5696,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus carpio,Cyprinus carpio,Cyprinus carpio,ltmax,38.2,ThermoFresh,t_5719,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Cyprinus multitaeniata,Cyprinus multitaeniata,Cyprinus multitaeniata,ctmax,39.55,ComteOlden,ComteOlden_row_1095,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Cyrtocara moorii,Cyrtocara moorii,Cyrtocara moorii,ctmax,38.95,ThermoFresh,t_4882,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cichlidae,freshwater,fish,1
Cyrtocara moorii,Cyrtocara moorii,Cyrtocara moorii,ctmax,35.75,ThermoFresh,t_4880,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cichlidae,freshwater,fish,1
Cyrtocara moorii,Cyrtocara moorii,Cyrtocara moorii,ctmax,37.78,ThermoFresh,t_4881,Metazoa,Chordata,Actinopteri,Acanthomorphata,Cichlidae,freshwater,fish,1
Cyrtocara moorii,Cyrtocara moorii,Cyrtocara moorii,ctmax,39.02,ComteOlden,ComteOlden_row_510,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,2
Cyrtodactylus philippinicus,Cyrtodactylus philippinicus,Cyrtodactylus philippinicus,ctmax,34.6,GlobTherm,GlobTherm_row_1222_upper_primary,,Chordata,Lepidosauria,Squamata,Gekkonidae,unknown,,3
Cystophora torulosa,Cystophora torulosa,Cystophora torulosa,lt50,-6.1,GlobTherm,GlobTherm_row_1843_lower_primary,,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,unknown,,3
Dais cotinifolia,Dais cotinifolia,Dais cotinifolia,lt50,-5.1,GlobTherm,GlobTherm_row_1946_lower_primary,,Streptophyta,Spermatophyta,Malvales,Thymelaeaceae,unknown,,3
Danio aesculapii,Danio aesculapii,Danio aesculapii,ctmax,40.37,ComteOlden,ComteOlden_row_1096,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Danio albolineatus,Danio albolineatus,Danio albolineatus,ctmax,38.9,ThermoFresh,t_3887,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio albolineatus,Danio albolineatus,Danio albolineatus,ctmax,39.18,ComteOlden,ComteOlden_row_1097,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Danio choprae,Danio choprae,Danio choprae,ctmax,34.67,ComteOlden,ComteOlden_row_1098,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Danio choprai,Danio choprai,Danio choprai,ctmax,37.2,ThermoFresh,t_3888,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio dangila,Danio dangila,Danio dangila,ctmax,36.2,ThermoFresh,t_6374,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio dangila,Danio dangila,Danio dangila,ctmax,37.7,ThermoFresh,t_6373,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio dangila,Danio dangila,Danio dangila,ctmax,40.9,ThermoFresh,t_6367,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio dangila,Danio dangila,Danio dangila,ctmax,39.6,ThermoFresh,t_6371,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio dangila,Danio dangila,Danio dangila,ctmax,36.53,ComteOlden,ComteOlden_row_1099,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Danio dangila,Danio dangila,Danio dangila,ltmax,39.8,ThermoFresh,t_6369,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio dangila,Danio dangila,Danio dangila,ltmax,40,ThermoFresh,t_6370,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio dangila,Danio dangila,Danio dangila,ltmax,38.1,ThermoFresh,t_6368,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio dangila,Danio dangila,Danio dangila,ltmax,41.1,ThermoFresh,t_6372,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio erythromicron,Danio erythromicron,Danio erythromicron,ctmax,39.31,ComteOlden,ComteOlden_row_1100,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Danio kerri,Danio kerri,Danio kerri,ctmax,39.95,ComteOlden,ComteOlden_row_1101,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Danio kyathit,Danio kyathit,Danio kyathit,ctmax,38.8,ComteOlden,ComteOlden_row_1102,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Danio margaritatus,Danio margaritatus,Danio margaritatus,ctmax,38.61,ComteOlden,ComteOlden_row_1103,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Danio nigrofasciatus,Danio nigrofasciatus,Danio nigrofasciatus,ctmax,40.8,ComteOlden,ComteOlden_row_1104,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Danio rerio,Danio rerio,Danio rerio,ctmax,40.8,ThermoFresh,t_78,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio rerio,Danio rerio,Danio rerio,ctmax,41.25,ThermoFresh,t_151,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio rerio,Danio rerio,Danio rerio,ctmax,41.6,ThermoFresh,t_152,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio rerio,Danio rerio,Danio rerio,ctmax,41.8,ThermoFresh,t_153,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio rerio,Danio rerio,Danio rerio,ctmax,39.9,ThermoFresh,t_3889,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio rerio,Danio rerio,Danio rerio,ctmax,42.34,ThermoFresh,t_4885,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio rerio,Danio rerio,Danio rerio,ctmax,38.18,ThermoFresh,t_4883,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio rerio,Danio rerio,Danio rerio,ctmax,40.54,ThermoFresh,t_4884,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio rerio,Danio rerio,Danio rerio,ctmax,40.3,ThermoFresh,t_4918,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio rerio,Danio rerio,Danio rerio,ctmax,38.83,ThermoFresh,t_5131,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio rerio,Danio rerio,Danio rerio,ctmax,42.07,ThermoFresh,t_5134,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio rerio,Danio rerio,Danio rerio,ctmax,42.99,ThermoFresh,t_5132,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio rerio,Danio rerio,Danio rerio,ctmax,40.36,ThermoFresh,t_5133,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio rerio,Danio rerio,Danio rerio,ctmax,40.8,ThermoFresh,t_5141,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio rerio,Danio rerio,Danio rerio,ctmax,40.8,ThermoFresh,t_5136,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio rerio,Danio rerio,Danio rerio,ctmax,40.8,ThermoFresh,t_5137,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio rerio,Danio rerio,Danio rerio,ctmax,40.8,ThermoFresh,t_5142,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio rerio,Danio rerio,Danio rerio,ctmax,40.8,ThermoFresh,t_5140,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio rerio,Danio rerio,Danio rerio,ctmax,40.8,ThermoFresh,t_5139,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio rerio,Danio rerio,Danio rerio,ctmax,40.8,ThermoFresh,t_5135,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Danio rerio,Danio rerio,Danio rerio,ctmax,40.8,ThermoFresh,t_5138,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
